id,base_id,text,domain,intent,description,variant,noise_level,emoji_role,split,source
delivery_address_change_b018_v02,delivery_address_change_b018,"courier ko office ki jagah ghar par bhejna hai, kya address update possible hai??",Delivery,delivery_address_change,Change delivery address,shorthand,1_light,none,train,original_constructed
delivery_address_change_b018_v03,delivery_address_change_b018,"courier ko office ki jagah ghar par bhejna hai, kya addr update possible hai??",Delivery,delivery_address_change,Change delivery address,code_mix,1_light,none,train,original_constructed
delivery_address_change_b018_v04,delivery_address_change_b018,"courier ko office ki jagah ghar par bhenja hai, kya addrses upadte posisble hai??",Delivery,delivery_address_change,Change delivery address,typo,2_medium,none,train,original_constructed
delivery_address_change_b018_v05,delivery_address_change_b018,"courier ko office ki jagah ghar par bhejna hai, kya address update possible hai?? 😕",Delivery,delivery_address_change,Change delivery address,emoji,1_light,emphasis_or_affect,train,original_constructed
delivery_address_change_b018_v06,delivery_address_change_b018,"courier ko office ki jagah ghar par bhejna hai, kya address update possible hai????",Delivery,delivery_address_change,Change delivery address,punctuation,1_light,none,train,original_constructed
delivery_address_change_b018_v07,delivery_address_change_b018,"courir ko offcie ki jagah ghar par bejna hai, kya adrdess upadte possble hai??",Delivery,delivery_address_change,Change delivery address,shorthand_typo,2_medium,none,train,original_constructed
delivery_address_change_b018_v08,delivery_address_change_b018,"courier ko office ki jagah ghar par bhejna hai, kya address update possible hai?? 😕",Delivery,delivery_address_change,Change delivery address,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
delivery_address_change_b018_v09,delivery_address_change_b018,"courier ko office ki jagah ghar par bhejna hai, kya addr update possible hai?? 😕",Delivery,delivery_address_change,Change delivery address,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
delivery_address_change_b018_v10,delivery_address_change_b018,"courier kooo office ki jagah ghar par bhejna hai, kya address update possible hai?? 😭",Delivery,delivery_address_change,Change delivery address,stress,2_medium,emphasis_or_affect,train,original_constructed
delivery_address_change_b019_v01,delivery_address_change_b019,Delivery address change karna hai; purane address par nahi bhejna,Delivery,delivery_address_change,Change delivery address,clean,0_clean,none,validation,original_constructed
delivery_address_change_b019_v02,delivery_address_change_b019,delivery address change karna hai; purane address par nahi bhejna,Delivery,delivery_address_change,Change delivery address,shorthand,1_light,none,validation,original_constructed
delivery_address_change_b019_v03,delivery_address_change_b019,delivery addr update karna hai; purane addr par nahi bhejna,Delivery,delivery_address_change,Change delivery address,code_mix,1_light,none,validation,original_constructed
delivery_address_change_b019_v04,delivery_address_change_b019,Deilvery address chaneg kanra hai; pruane address par nahi bhejna,Delivery,delivery_address_change,Change delivery address,typo,2_medium,none,validation,original_constructed
delivery_address_change_b019_v05,delivery_address_change_b019,Delivery address change karna hai; purane address par nahi bhejna 🙏,Delivery,delivery_address_change,Change delivery address,emoji,1_light,emphasis_or_affect,validation,original_constructed
delivery_address_change_b019_v06,delivery_address_change_b019,Delivery address change karna hai; purane address par nahi bhejna...,Delivery,delivery_address_change,Change delivery address,punctuation,1_light,none,validation,original_constructed
delivery_address_change_b019_v07,delivery_address_change_b019,delviery adrdess chagne karna hai; puarne addess par nahi bejna,Delivery,delivery_address_change,Change delivery address,shorthand_typo,2_medium,none,validation,original_constructed
delivery_address_change_b019_v08,delivery_address_change_b019,delivery address change karna hai; purane address par nahi bhejna 🙏,Delivery,delivery_address_change,Change delivery address,shorthand_emoji,1_light,emphasis_or_affect,validation,original_constructed
delivery_address_change_b019_v09,delivery_address_change_b019,delivery addr update karna hai; purane addr par nahi bhejna 🙏,Delivery,delivery_address_change,Change delivery address,code_mix_emoji,2_medium,emphasis_or_affect,validation,original_constructed
delivery_address_change_b019_v10,delivery_address_change_b019,Delivery address change karna hai; purane address parrr nahi bhejna 😭,Delivery,delivery_address_change,Change delivery address,stress,2_medium,emphasis_or_affect,validation,original_constructed
delivery_address_change_b020_v01,delivery_address_change_b020,"mujhe lagta hai, parcel ko naye address par bhejna hai, parcel ka address badalna hai",Delivery,delivery_address_change,Change delivery address,clean,0_clean,none,validation,original_constructed
delivery_address_change_b020_v02,delivery_address_change_b020,"mujhe lagta hai, parcel ko naye address par bhejna hai, parcel ka address badalna hai",Delivery,delivery_address_change,Change delivery address,shorthand,1_light,none,validation,original_constructed
delivery_address_change_b020_v03,delivery_address_change_b020,"mujhe lagta hai, package ko naye addr par bhejna hai, package ka addr badalna hai",Delivery,delivery_address_change,Change delivery address,code_mix,1_light,none,validation,original_constructed
delivery_address_change_b020_v04,delivery_address_change_b020,"mjuhe latga hai, parcel ko naye adderss par bhjena hai, pacrel ka address badalan hai",Delivery,delivery_address_change,Change delivery address,typo,2_medium,none,validation,original_constructed
delivery_address_change_b020_v05,delivery_address_change_b020,"mujhe lagta hai, parcel ko naye address par bhejna hai, parcel ka address badalna hai 🙏",Delivery,delivery_address_change,Change delivery address,emoji,1_light,emphasis_or_affect,validation,original_constructed
delivery_address_change_b020_v06,delivery_address_change_b020,"mujhe lagta hai, parcel ko naye address par bhejna hai, parcel ka address badalna hai...",Delivery,delivery_address_change,Change delivery address,punctuation,1_light,none,validation,original_constructed
delivery_address_change_b020_v07,delivery_address_change_b020,"mujeh latga hai, parecl ko naye adderss par bhejan hai, parce ka addess badlana hai",Delivery,delivery_address_change,Change delivery address,shorthand_typo,2_medium,none,validation,original_constructed
delivery_address_change_b020_v08,delivery_address_change_b020,"mujhe lagta hai, parcel ko naye address par bhejna hai, parcel ka address badalna hai 🙏",Delivery,delivery_address_change,Change delivery address,shorthand_emoji,1_light,emphasis_or_affect,validation,original_constructed
delivery_address_change_b020_v09,delivery_address_change_b020,"mujhe lagta hai, package ko naye addr par bhejna hai, package ka addr badalna hai 🙏",Delivery,delivery_address_change,Change delivery address,code_mix_emoji,2_medium,emphasis_or_affect,validation,original_constructed
delivery_address_change_b020_v10,delivery_address_change_b020,"mujhe lagta hai, parcel kooo naye address par bhejna hai, parcel ka address badalna hai 😭",Delivery,delivery_address_change,Change delivery address,stress,2_medium,emphasis_or_affect,validation,original_constructed
delivery_address_change_b021_v01,delivery_address_change_b021,shipping details update ho sakti hain? purane address par nahi bhejna,Delivery,delivery_address_change,Change delivery address,clean,0_clean,none,train,original_constructed
delivery_address_change_b021_v02,delivery_address_change_b021,shipping details update ho sakti hain? purane address par nahi bhejna,Delivery,delivery_address_change,Change delivery address,shorthand,1_light,none,train,original_constructed
delivery_address_change_b021_v03,delivery_address_change_b021,shipping details update ho sakti hain? purane addr par nahi bhejna,Delivery,delivery_address_change,Change delivery address,code_mix,1_light,none,train,original_constructed
delivery_address_change_b021_v04,delivery_address_change_b021,shpiping details update ho skati hain? purnae addess par nahi bhejna,Delivery,delivery_address_change,Change delivery address,typo,2_medium,none,train,original_constructed
delivery_address_change_b021_v05,delivery_address_change_b021,shipping details update ho sakti hain? purane address par nahi bhejna 😕,Delivery,delivery_address_change,Change delivery address,emoji,1_light,emphasis_or_affect,train,original_constructed
delivery_address_change_b021_v06,delivery_address_change_b021,shipping details update ho sakti hain?? purane address par nahi bhejna...,Delivery,delivery_address_change,Change delivery address,punctuation,1_light,none,train,original_constructed
delivery_address_change_b021_v07,delivery_address_change_b021,shipping dteails upadte ho skati hain? puran addrses par nahi bhejna,Delivery,delivery_address_change,Change delivery address,shorthand_typo,2_medium,none,train,original_constructed
